"Name","ipfsUrl","Accessories","Artifacts","Background","Body","Coins","Expression","Eyes","Hieroglyphs","Keyword","Mouth"
"Chia Friends #4890","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4890.png",,,"Elsewhere & Glimmer","Marmot (Brown)",,"Squint (Brown)","Orange",,,"Snout (Small)"
"Chia Friends #4891","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4891.png",,,"Mint","Broccoli (Green)",,"Wide Eyes","Ded",,,"Ooo (Green)"
"Chia Friends #4892","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4892.png",,,"Owl & Shimmer","Marmot (Brown)",,"Squint (Brown)","Green",,,"Snout (Drool)"
"Chia Friends #4893","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4893.png",,,"Caribbean & Watercolor","Cactus (Green)",,,"Laser Visor",,,"Ooo (Green)"
"Chia Friends #4894","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4894.png","Bow (Purple)","Yoyo","Slate","Seal",,"Squint (Purple)","Orange",,,"Snout (Sullen)"
"Chia Friends #4895","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4895.png",,,"Mint & Watercolor","Parakeet (Yellow)",,,"Enlightened",,,"Beak (Small)"
"Chia Friends #4896","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4896.png",,,"Dolphin","Cactus (Red)","Key",,"Purple",,,"Frown (Tan)"
"Chia Friends #4897","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4897.png",,,"Tuna & Shimmer","Parakeet (Yellow)",,,"Blue",,,"Beak (Small)"
"Chia Friends #4898","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4898.png",,,"Mauve","Parakeet (Green)",,,"Laser Visor",,,"Beak (Small)"
"Chia Friends #4899","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4899.png",,,"Banana & Gradient","K32 (Steel)",,"Relaxed (Steel)","Yellow","2",,"Happy (Steel)"
"Chia Friends #49","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/49.png",,,"Cherry Blossom","Parakeet (Yellow)",,,"Red",,,"Beak (Small)"
"Chia Friends #490","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/490.png",,,"Mint & Shimmer","Cucumber",,"Wide Eyes","Vipers",,,"Ooo (Green)"
"Chia Friends #4900","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4900.png",,,"Sea Foam & Shimmer","Marmot (Brown)",,,"Purple",,,"Snout (Drool)"
"Chia Friends #4901","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4901.png",,"Snow","Swamp","K32 (Steel)",,,"Yellow","1",,"Intercom (Steel)"
"Chia Friends #4902","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4902.png",,,"Lilac","K32 (Steel)",,,"Yellow","1",,"Sad (Steel)"
"Chia Friends #4903","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4903.png",,"Snow","Cherry Blossom","K32 (Steel)",,,"Green","2",,"Smile (Steel)"
"Chia Friends #4904","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4904.png",,,"Flax","Marmot (Gray)",,"Wide Eyes","Cyborg",,,"Snout (Small)"
"Chia Friends #4905","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4905.png",,"Fish","Cherry Blossom","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #4906","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4906.png",,,"Worm","Broccoli (Purple)",,"Wide Eyes","Shades",,,"Carne (Purple)"
"Chia Friends #4907","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4907.png",,,"Sea Foam & Gradient","Cactus (Purple)",,"Wide Eyes","3D Glasses",,,"Happy (Tan)"
"Chia Friends #4908","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4908.png",,,"Opaa & Gradient","Marmot (Purple)",,"Wide Eyes","Cyborg",,,"Snout (Sullen)"
"Chia Friends #4909","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4909.png",,,"Ice","K32 (Steel)",,,"Blue","3",,"Sad (Steel)"
"Chia Friends #491","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/491.png","Bubblegum",,"Dan Perrywinkle & Gradient","Marmot (Brown)","Heart",,"3D Glasses",,,"Snout (Eating)"
"Chia Friends #4910","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4910.png","Mohawk (Red)",,"Fern & Gradient","Marmot (Brown)",,,"Blue",,,"Snout (Sullen)"
"Chia Friends #4911","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4911.png",,,"Opaa & Gradient","Parakeet (Green)",,,"Shades",,,"Beak (Small)"
"Chia Friends #4912","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4912.png",,,"Yak","Marmot (Gray)",,,"Orange",,,"Snout (Small)"
"Chia Friends #4913","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4913.png",,,"Flax","Cactus (Albino)",,,"Orange",,,"Carne (Tan)"
"Chia Friends #4914","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4914.png",,,"Lilac & Gradient","K32 (Steel)",,,"Yellow","4",,"Happy (Steel)"
"Chia Friends #4915","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4915.png",,,"Sea Foam","Cactus (Albino)","Crown","Wide Eyes","Vipers",,,"Frown (Tan)"
"Chia Friends #4916","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4916.png",,,"Opaa & Glimmer","Broccoli (Green)",,"Wide Eyes","Laser Visor",,,"Carne (Green)"
"Chia Friends #4917","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4917.png",,"Emerald","Worm & Sparkle","Cactus (Red)",,,"Vipers",,,"Smile (Purple)"
"Chia Friends #4918","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4918.png",,,"quexington & Gradient","Marmot (Brown)",,,"Rainbow",,,"Snout (Sullen)"
"Chia Friends #4919","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4919.png",,"Fireball (Yellow)","Green Lasers & Shimmer","K32 (Jade)",,,"Seer (Jade)","2",,"Stoic"
"Chia Friends #492","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/492.png",,,"Banana & Gradient","Parakeet (Yellow)","Swirl",,"Blue",,,"Beak (Small)"
"Chia Friends #4920","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4920.png",,,"Owl","Cactus (Red)",,,"Orange",,,"Ooo (Purple)"
"Chia Friends #4921","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4921.png",,,"Ice","K32 (Steel)",,,"Closed","2",,"Smile (Steel)"
"Chia Friends #4922","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4922.png",,,"Mauve","Marmot (Brown)",,"Squint (Brown)","Blue",,,"Snout (Drool)"
"Chia Friends #4923","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4923.png",,,"Banana","Marmot (Brown)",,,"Purple",,,"Snout (Small)"
"Chia Friends #4924","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4924.png",,,"Slate","Broccoli (Green)",,"Wide Eyes","3D Glasses",,,"Carne (Green)"
"Chia Friends #4925","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4925.png",,,"Dolphin & Gradient","Seal",,,"Enlightened",,,"Snout (Eating)"
"Chia Friends #4926","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4926.png","Verdant",,"Gold Fish","Cucumber","Key","Wide Eyes","Rainbow",,,"Frown (Green)"
"Chia Friends #4927","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4927.png",,"Sparkles","Dolphin","Parakeet (Yellow)",,,"Shades",,,"Beak (Small)"
"Chia Friends #4928","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4928.png",,,"Watermellon","Parakeet (Yellow)",,,"Green",,,"Beak (Small)"
"Chia Friends #4929","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4929.png","Mohawk (Blue)",,"Monster","Broccoli (Green)",,"Squint (Green)","Green",,,"Carne (Green)"
"Chia Friends #493","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/493.png",,,"Gold Fish","Marmot (Purple)",,,"Cyborg",,,"Snout (Small)"
"Chia Friends #4930","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4930.png",,,"Flax & Watercolor","Cucumber",,,"Enlightened",,,"Carne (Green)"
"Chia Friends #4931","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4931.png","Verdant",,"Tundra & Gradient","Cauliflower",,"Wide Eyes","Rainbow",,,"Smile (Tan)"
"Chia Friends #4932","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4932.png",,,"Ice & Glimmer","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #4933","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4933.png",,,"Gold Fish","Marmot (Brown)",,,"Cyborg",,,"Snout (Eating)"
"Chia Friends #4934","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4934.png",,,"Mauve & Gradient","Marmot (Red)",,"Squint (Brown)","Green",,,"Snout (Eating)"
"Chia Friends #4935","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4935.png",,,"Squash & Gradient","Cactus (Green)",,"Wide Eyes","Laser Visor",,,"Ooo (Green)"
"Chia Friends #4936","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4936.png",,"Fireball (Yellow)","Sea Foam & Gradient","Marmot (Purple)",,,"Cyborg",,,"Snout (Tooth)"
"Chia Friends #4937","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4937.png",,"Fireball (Green)","Swamp","Marmot (Red)",,,"Vipers",,,"Snout (Sullen)"
"Chia Friends #4938","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4938.png",,,"Flax","K32 (Steel)",,,"Closed","4",,"Jagged (Steel)"
"Chia Friends #4939","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4939.png",,,"Lilac","Marmot (Purple)",,"Wide Eyes","Orange",,,"Snout (Sullen)"
"Chia Friends #494","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/494.png","Mohawk (Purple)",,"Banana","Starling",,,"Shades",,,"Beak (Long)"
"Chia Friends #4940","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4940.png",,,"Watermellon & Gradient","K32 (Steel)","Lightning",,"Yellow","1",,"Sad (Steel)"
"Chia Friends #4941","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4941.png",,,"Mauve & Watercolor","Cucumber",,"Wide Eyes","Cyborg",,,"Frown (Green)"
"Chia Friends #4942","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4942.png",,,"Worm","Marmot (Purple)",,,"Green",,,"Snout (Small)"
"Chia Friends #4943","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4943.png",,,"Squash & Watercolor","K32 (Steel)",,,"Blue","2",,"Smile (Steel)"
"Chia Friends #4944","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4944.png",,,"Sand & Sparkle","Cactus (Red)",,,"Laser Visor",,,"Smile (Purple)"
"Chia Friends #4945","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4945.png",,,"Slate","K32 (Steel)",,,"Yellow","3",,"Intercom (Steel)"
"Chia Friends #4946","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4946.png",,,"Seashell & Gradient","Starling",,,"Orange",,,"Beak (Long)"
"Chia Friends #4947","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4947.png",,"Fireball (Yellow)","quexington & Gradient","Starling",,,"Blue",,,"Beak (Long)"
"Chia Friends #4948","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4948.png",,,"Dan Perrywinkle","Cactus (esaung)",,"Squint (Purple)","Green",,,"Happy (Purple)"
"Chia Friends #4949","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4949.png",,,"Gold Fish & Watercolor","Cactus (Purple)",,,"Rainbow",,,"Happy (Purple)"
"Chia Friends #495","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/495.png","Bubblegum",,"Grid","K32 (Jade)",,,"Seer (Jade)","2",,"Stoic"
"Chia Friends #4950","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4950.png",,"Fireball (Green)","Squash","Marmot (Brown)",,,"Shades",,,"Snout (Sullen)"
"Chia Friends #4951","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4951.png",,,"Dan Perrywinkle & Sparkle","Marmot (Green)","Asterisk","Wide Eyes","Orange",,,"Snout (Tooth)"
"Chia Friends #4952","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4952.png",,,"Watermellon","Cactus (Green)",,"Wide Eyes","Cyborg",,,"Carne (Green)"
"Chia Friends #4953","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4953.png",,,"Gold Fish","Seal","Butterfly",,"Rainbow",,,"Snout (Tooth)"
"Chia Friends #4954","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4954.png",,,"Swamp","Cactus (Green)",,"Wide Eyes","Shades",,,"Frown (Green)"
"Chia Friends #4955","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4955.png",,,"Sky & Stars","Cauliflower",,,"Purple",,,"Smile (Tan)"
"Chia Friends #4956","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4956.png",,,"Yak & Watercolor","Cactus (esaung)",,"Wide Eyes","Rainbow",,,"Carne (Purple)"
"Chia Friends #4957","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4957.png",,,"Opaa & Gradient","Cactus (Red)",,"Wide Eyes","3D Glasses",,,"Happy (Tan)"
"Chia Friends #4958","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4958.png",,,"Swamp & Sparkle","Starling",,,"Purple",,,"Beak (Long)"
"Chia Friends #4959","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4959.png","Bow (Green)",,"Grid","K32 (Jade)",,,"Seer (Jade)","4",,"Stoic"
"Chia Friends #496","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/496.png",,,"Mauve","Cactus (Purple)",,"Wide Eyes","Cyborg",,,"Carne (Purple)"
"Chia Friends #4960","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4960.png",,"Yoyo","Dan Perrywinkle","Marmot (Brown)",,"Wide Eyes","Cyborg",,,"Snout (Small)"
"Chia Friends #4961","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4961.png",,,"Cherry Blossom & Glimmer","Marmot (Red)",,,"Cyborg",,,"Snout (Hungry)"
"Chia Friends #4962","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4962.png",,,"Thistle","K32 (Steel)","Flame",,"Blue","3",,"Sad (Steel)"
"Chia Friends #4963","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4963.png",,,"Opaa","Cactus (Red)",,"Wide Eyes","Purple",,,"Frown (Tan)"
"Chia Friends #4964","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4964.png",,,"Green","Parakeet (Yellow)",,,"Vipers",,,"Beak (Small)"
"Chia Friends #4965","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4965.png",,"Fireball (Blue)","Dan Perrywinkle","Parakeet (Yellow)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #4966","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4966.png",,,"Thistle","Cactus (Purple)",,"Squint (Purple)","Green",,,"Happy (Tan)"
"Chia Friends #4967","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4967.png",,,"quexington","K32 (Steel)",,,"Green","4",,"Sad (Steel)"
"Chia Friends #4968","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4968.png",,"Keyword Token","Mint","Cactus (Red)",,,"Rainbow",,"Graze","Frown (Tan)"
"Chia Friends #4969","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4969.png","Verdant",,"Fern & Gradient","K32 (Steel)",,,"Blue","3",,"Smile (Steel)"
"Chia Friends #497","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/497.png","Flower (Yellow)",,"Tuna","Marmot (Brown)","Crescent","Wide Eyes","Cyborg",,,"Snout (Tooth)"
"Chia Friends #4970","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4970.png",,,"Worm","Marmot (Purple)",,,"Enlightened",,,"Snout (Small)"
"Chia Friends #4971","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4971.png",,,"Grid","K32 (Amethyst)","Triangle",,"Seer (Amethyst)","3",,"Stoic"
"Chia Friends #4972","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4972.png",,,"Tuna","Marmot (Brown)",,"Wide Eyes","Cyborg",,,"Snout (Drool)"
"Chia Friends #4973","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4973.png",,,"Swamp & Gradient","Starling",,,"Orange",,,"Beak (Long)"
"Chia Friends #4974","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4974.png","Mohawk (Red)",,"Opaa","Cucumber",,"Angry (Green)","Green",,,"Ooo (Green)"
"Chia Friends #4975","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4975.png","Verdant",,"Yak & Watercolor","Cactus (Ded)",,,"Zombie",,,"Yum"
"Chia Friends #4976","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4976.png",,,"Dolphin & Gradient","Marmot (Blue)",,"Wide Eyes","3D Glasses",,,"Snout (Drool)"
"Chia Friends #4977","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4977.png",,,"Watermellon","K32 (Steel)","Crown",,"Yellow","2",,"Intercom (Steel)"
"Chia Friends #4978","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4978.png",,"Yoyo","Opaa & Gradient","Marmot (Brown)",,"Squint (Brown)","Orange",,,"Snout (Small)"
"Chia Friends #4979","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4979.png",,,"Green & Gradient","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #498","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/498.png",,"Fireball (Yellow)","Grid","K32 (Jade)",,,"Seer (Jade)","2",,"Stoic"
"Chia Friends #4980","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4980.png",,,"Dan Perrywinkle & Watercolor","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #4981","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4981.png",,,"quexington & Gradient","Cactus (Gold)",,,"Purple",,,"Carne (Purple)"
"Chia Friends #4982","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4982.png",,,"Dolphin","Cauliflower",,,"3D Glasses",,,"Smile (Tan)"
"Chia Friends #4983","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4983.png",,,"Slate & Sparkle","Parakeet (Yellow)","Asterisk",,"Enlightened",,,"Beak (Small)"
"Chia Friends #4984","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4984.png",,,"Thistle & Gradient","Starling",,,"Cyborg",,,"Beak (Long)"
"Chia Friends #4985","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4985.png",,,"Tuna","Parakeet (Green)",,,"Blue",,,"Beak (Small)"
"Chia Friends #4986","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4986.png",,,"Nighttime & Glimmer","Starling",,,"Shades",,,"Beak (Long)"
"Chia Friends #4987","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4987.png","Mohawk (Blue)",,"Squash","Cactus (Green)",,"Squint (Green)","Blue",,,"Carne (Green)"
"Chia Friends #4988","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4988.png",,,"Dan Perrywinkle & Watercolor","K32 (Steel)",,,"Closed","4",,"Smile (Steel)"
"Chia Friends #4989","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4989.png","Bow (Purple)",,"Seashell & Gradient","Parakeet (Green)",,,"Cyborg",,,"Beak (Small)"
"Chia Friends #499","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/499.png",,"Fireball (Yellow)","quexington","Marmot (Purple)",,,"Cyborg",,,"Snout (Sullen)"
"Chia Friends #4990","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4990.png",,,"Yak","Parakeet (Green)",,,"Rainbow",,,"Beak (Small)"
"Chia Friends #4991","https://bafybeigzcazxeu7epmm4vtkuadrvysv74lbzzbl2evphtae6k57yhgynp4.ipfs.nftstorage.link/4991.png",,,"quexington & Gradient","Cactus (esaung)",,"Wide Eyes","Orange",,,"Frown (Tan)"
